,Specimen_ID,Species,area,aspect_ratio,tooth_density,trichome_q,region,trichome_categorical,stellate_hairs_stalked,type
87,ciliatum_Y_A_Vargas_225_D,ciliatum,16.652,1.591506849,0.722445478,4.97,east_mexico,1,0,D
88,MO_746123_A,ciliatum,32.137,1.447432763,0.85684908,4.97,east_mexico,1,0,D
89,ciliatum_Mercier_447_A,ciliatum,24.637,1.443157443,1.03477586,4.97,east_mexico,1,0,D
90,ciliatum_MD_1_Honey_Puebla_2016,ciliatum,18.195,1.668545357,1.104023553,4.97,east_mexico,1,0,D
91,P00644620_C,ciliatum,9.695,1.28483871,1.336411129,4.97,east_mexico,1,0,D
92,ciliatum 2 DSCN0815.jpg,ciliatum,12.787,1.486102719,1.62189559,4.97,east_mexico,1,0,D
93,ciliatum_MD_31_A,ciliatum,12.532,1.611888112,1.6996892,4.97,east_mexico,1,0,D
94,ciliatum 1 DSCN0817.jpg,ciliatum,12.373,1.306075439,1.917653694,4.97,east_mexico,1,0,D
95,ciliatum 3 DSCN0828.jpg,ciliatum,6.999,1.40548054,1.941892598,4.97,east_mexico,1,0,D
96,E_Little_6017_A,costaricanum,17.445,2.063395306,0,4.97,costa_rica,1,0,IGE
97,costaricanum_A_Smith_4172_C_a,costaricanum,26.811,1.924026591,0,4.97,costa_rica,1,0,IGE
98,costaricanum_A_Tonduz_11923_E_a,costaricanum,10.515,2.491803279,0,4.97,costa_rica,1,0,IGE
99,costaricanum_D_Hazlett_5097_B_a,costaricanum,18.709,2.285935564,0,4.97,costa_rica,1,0,IGE
100,costaricanum_G_Hartshorn_1455_A_b,costaricanum,38.273,2.24490234,0,4.97,costa_rica,1,0,IGE
101,costaricanum_G_Hartshorn_1466_B_b,costaricanum,11.24,2.374338086,0,4.97,costa_rica,1,0,IGE
102,costaricanum_G_Hartshorn_1760_B_a,costaricanum,26.133,2.33086289,0,4.97,costa_rica,1,0,IGE
103,costaricanum_L_Williams_28204_A_b,costaricanum,30.44,2.176303318,0,4.97,costa_rica,1,0,IGE
104,costaricanum_W_Burger_7718_C_b,costaricanum,24.278,2.294197766,0,4.97,costa_rica,1,0,IGE
105,costaricanum_MD_620_A,costaricanum,34.462,1.780060423,0,4.97,costa_rica,1,0,IGE
106,A_Smith_4123_B,costaricanum,35.522,2.04916986,0.107146684,4.97,costa_rica,1,0,IGE
107,M_Mart_7354_A,costaricanum,7.842,2.306102835,0.112764998,4.97,costa_rica,1,0,IGE
108,costaricanum_A_Molina_18299_A_b,costaricanum,18.491,3.295548073,0.142495814,4.97,costa_rica,1,0,IGE
109,W_Lent_2367_A,costaricanum,11.343,1.809911504,0.153154993,4.97,costa_rica,1,0,IGE
110,costaricanum_MD_615_A,costaricanum,32.389,2.197368421,0.158197811,4.97,costa_rica,1,0,IGE
111,costaricanum_A_Marenes_17160_A_a,costaricanum,16.432,1.981840566,0.168598525,4.97,costa_rica,1,0,IGE
112,HUH_00266662_A,costaricanum,35.494,2.516968326,0.209342664,4.97,costa_rica,1,0,IGE
113,K_Barringer_2292_B,costaricanum,9.241,2.193868739,0.22181556,4.97,costa_rica,1,0,IGE
114,costaricanum_A_Molina_18266_A_b,costaricanum,40.928,2.178286649,0.242535302,4.97,costa_rica,1,0,IGE
115,HUH_00266663_A,costaricanum,18.129,2.362444018,0.318763199,4.97,costa_rica,1,0,IGE
116,costaricanum_A_Cascante_854_C_a,costaricanum,13.067,1.970061941,0.491231517,4.97,costa_rica,1,0,IGE
117,costaricanum DSCN3367.jpeg,costaricanum,27.35,2.439650609,0.163912929,4.97,costa_rica,1,0,IGE
118,costaricanum DSCN3449.jpeg,costaricanum,22.813,2.836875,0,4.97,costa_rica,1,0,IGE
119,costaricanum DSCN3455.jpeg,costaricanum,31.819,3.105481728,0.079738458,4.97,costa_rica,1,0,IGE
120,costaricanum DSCN3788.jpeg,costaricanum,48.331,1.554513668,0,4.97,costa_rica,1,0,IGE
121,costaricanum DSCN3816.jpeg,costaricanum,25.559,2.067809428,0,4.97,costa_rica,1,0,IGE
122,dentatum D E Atha_14047_A.jpg (blue),dentatum,55.968,1.39384615384615,0.587227795448985,107.07,ena,2,0,D
123,ELS599_1_to_10.jpg (blue),dentatum,12.991,1.70671378091873,0.824562254450211,107.07,ena,2,0,D
124,ELS646_1_to_4.jpg (blue),dentatum,60.126,1.03487966515521,0.881698150638129,107.07,ena,2,0,D
125,dentatum D E Atha_14049_A.jpg (blue),dentatum,31.847,1.41817841780438,0.908471496706791,107.07,ena,2,0,D
126,dentatum J F Poggenburg_sn_A.jpg (blue),dentatum,18.223,1.17533198289444,0.952660120181738,107.07,ena,2,0,D
127,dentatum D E Atha_14473_A.jpg (blue),dentatum,23.197,1.91147290765708,0.953583670523956,107.07,ena,2,0,D
128,dentatum N H Holmgren 9828_B.jpg (blue),dentatum,14.24,1.43294911442227,0.9625380202518,107.07,ena,2,0,D
129,dentatum Kerry Barringer_9777_A.jpg (blue),dentatum,31.022,1.4759327276242,1.00502512562814,107.07,ena,2,0,D
130,dentatum D E Atha_15633_B.jpg (blue),dentatum,23.496,1.3270850884583,1.01648972215948,107.07,ena,2,0,D
131,dentatum W Hess 8729_A.jpg (blue),dentatum,27.122,1.10951783473741,1.02428547827524,107.07,ena,2,0,D
132,dentatum Kerry Barringer_8414_A.jpg (blue),dentatum,13.826,1.43072976054732,1.05724210844283,107.07,ena,2,0,D
133,dentatum D E Atha_14048_B.jpg (blue),dentatum,22.747,1.06936971560338,1.07104605498036,107.07,ena,2,0,D
134,ELS623_1_to_6.jpg (blue),dentatum,24.591,1.23890988661229,1.11475409836066,107.07,ena,2,0,D
135,ELS570_1_to_4.jpg (blue),dentatum,34.827,1.18753068237604,1.13321205976203,107.07,ena,2,0,D
136,ELS617_13_to_15.jpg (blue),dentatum,31.496,1.12707460184409,1.16169544740973,107.07,ena,2,0,D
137,dentatum D E Atha_14459_B.jpg (blue),dentatum,25.664,1.10134018725904,1.18378218407813,107.07,ena,2,0,D
138,dentatum unknown sn_A.jpg (blue),dentatum,24.13,1.11929757587326,1.18955986285075,107.07,ena,2,0,D
139,discolor_MD_463_B,discolor,10.612,1.750539957,0,4466.34,chiapas,4,1,LPT
140,discolor_MD_466_A,discolor,12.034,2.414847162,0,4466.34,chiapas,4,1,LPT
141,discolor_MD_462_A,discolor,17.758,1.938799414,0.045865248,4466.34,chiapas,4,1,LPT
142,discolor_motozintla_2_DSCN8051_a,discolor,38.895,2.01715439,0.090165905,4466.34,chiapas,4,1,LPT
143,L_Williams_15313_B,discolor,10.345,1.871089333,0.106575722,4466.34,chiapas,4,1,LPT
144,HUH_00266666_A,discolor,17.464,1.73958042,0.276352152,4466.34,chiapas,4,1,LPT
145,discolor_M_Veliz_997274_D,discolor,8.568,1.710891089,0.309405941,4466.34,chiapas,4,1,LPT
146,HFM_983454_A,discolor,21.594,1.619660194,0.31814205,4466.34,chiapas,4,1,LPT
147,discolor_MD_505_B,discolor,19.34,2.094488189,0.327560087,4466.34,chiapas,4,1,LPT
148,discolor_V_Budo_1_A,discolor,22.919,1.95880829,0.337381916,4466.34,chiapas,4,1,LPT
149,discolor_A_Sharp_4514__A_b,discolor,15.388,1.816991474,0.393062448,4466.34,chiapas,4,1,LPT
150,discolor_motozintla_1_DSCN8033_a,discolor,41.599,1.820541342,0.418986054,4466.34,chiapas,4,1,LPT
151,L_Williams_16830_B_a,discolor,10.628,2.009633911,0.423280423,4466.34,chiapas,4,1,LPT
152,discolor_MD_508_A,discolor,21.953,1.758214196,0.501349788,4466.34,chiapas,4,1,LPT
153,CNHM_1614882_A,discolor,13.199,1.830693069,0.514668039,4466.34,chiapas,4,1,LPT
154,L_Williams_14267_B_b,discolor,15.748,1.668782458,0.545876359,4466.34,chiapas,4,1,LPT
155,discolor_MD_506_A,discolor,35.236,2.012920991,0.616378045,4466.34,chiapas,4,1,LPT
156,discolor_MD_504_A,discolor,40.214,1.426068091,0.645729381,4466.34,chiapas,4,1,LPT
157,discolor_MD_507_A,discolor,23.483,1.614687427,0.694034771,4466.34,chiapas,4,1,LPT
158,F_W_Hunnewell_17260_A_a,discolor,17.633,1.606741573,0.758759206,4466.34,chiapas,4,1,LPT
159,C_Gnakmala_2438_A,disjunctum,56.153,2.275825156,0.061767794,973.72,chiapas,3,1,LPT
160,L_Williams_42044_A,disjunctum,65.184,2.55536059,0.086931954,973.72,chiapas,3,1,LPT
161,disjunctum_A_Molina_6895_A_b,disjunctum,109.263,1.545052166,0.126253517,973.72,chiapas,3,1,LPT
162,disjunctum_R_Wilbur_14893_B,disjunctum,52.865,1.905771496,0.148107921,973.72,chiapas,3,1,LPT
163,disjunctum_MD_3_A_b,disjunctum,91.816,2.143959913,0.195905574,973.72,chiapas,3,1,LPT
164,L_Williams_40142_A,disjunctum,70.594,2.491674992,0.198799253,973.72,chiapas,3,1,LPT
165,disjunctum_H_von_Tuerckheim_977_B,disjunctum,38.717,3.244227809,0.267151101,973.72,chiapas,3,1,LPT
166,disjunctum_MD_481_C_a,disjunctum,87.534,1.664304045,0.428010496,973.72,chiapas,3,1,LPT
167,disjunctum_lagos_1_DSCN7811_a,disjunctum,239.234,1.760453094,0.48036064,973.72,chiapas,3,1,LPT
168,disjunctum_MD_482_A_a,disjunctum,94.618,1.620621666,0.49260247,973.72,chiapas,3,1,LPT
169,disjunctum_MD_698_A_a,disjunctum,184.894,2.130029487,0.50684821,973.72,chiapas,3,1,LPT
170,K000573711_A,fuscum,20.046,2.258477097,0,4.97,oaxaca,1,0,IGE
171,fuscum_G_J_Martin_623_C,fuscum,29.147,2.057452319,0,4.97,oaxaca,1,0,IGE
172,hartwegii_totontepec_2_DSCN7489_a,fuscum,46.153,1.776077886,0,4.97,oaxaca,1,0,IGE
173,fuscum  Img0069.TIF_A,fuscum,62.078,2.20949674,0,4.97,oaxaca,1,0,IGE
174,fuscum Img0071.TIF_Edwards_603_A,fuscum,45.908,1.97737723,0,4.97,oaxaca,1,0,IGE
175,fuscum Img0065.TIF_Edwards_604_A,fuscum,47.424,1.659482759,0,4.97,oaxaca,1,0,IGE
176,fuscum Img0117.TIF_hartwegii_totontepec_10_B,fuscum,39.768,2.281468903,0,4.97,oaxaca,1,0,IGE
177,fuscum Img0111.TIF_hartwegii_totontepec_9_A,fuscum,19.82,3.025623269,0,4.97,oaxaca,1,0,IGE
178,fuscum Img0062.TIF_Edwards_605_C,fuscum,18.048,1.560854835,0,4.97,oaxaca,1,0,IGE
179,hartwegii_totontepec_1_DSCN7411_a,fuscum,46.98,1.996893842,0.05527916,4.97,oaxaca,1,0,IGE
180,fuscum_R_Torres_10425_A_a,fuscum,25.605,2.258752303,0.065677131,4.97,oaxaca,1,0,IGE
181,fuscum_R_L_Luna_486_A,fuscum,29.422,1.703561527,0.071123755,4.97,oaxaca,1,0,IGE
182,hallii_M_Penafiel_110_A,hallii,34.438,1.668942645,0,107.07,ec_col,2,0,IGE
183,hallii2.jpg,hallii,38.242,1.635630499,0.032023569,107.07,ec_col,2,0,IGE
184,hallii3.jpg,hallii,12.946,3.314349776,0.045475216,107.07,ec_col,2,0,IGE
185,hallii_V_Zak_2563_A,hallii,18.103,1.907652474,0.08881389,107.07,ec_col,2,0,IGE
186,hallii_M_Penafiel_226_B,hallii,19.336,1.592573754,0.136301681,107.07,ec_col,2,0,IGE
187,M_Acosta_Solis_14621_B,hallii,13.461,1.438586327,0.160978751,107.07,ec_col,2,0,IGE
188,H_Vargas_4152_A,hallii,18.047,2.150198838,0.219307864,107.07,ec_col,2,0,IGE
189,hallii_W_Palacios_11815_A,hallii,25.337,2.286474973,0.248359056,107.07,ec_col,2,0,IGE
190,hallii4.jpg,hallii,10.151,2.19447878,0.340271083,107.07,ec_col,2,0,IGE
191,hallii1.jpg,hallii,8.854,2.65631068,0.874890639,107.07,ec_col,2,0,IGE
192,hartwegii_MD_2_Ocosingo_Chiapas_2016,hartwegii,21.663,2.572999389,0,4.97,chiapas,1,0,IGE
193,hartwegii_A_Molina_7828_A_a,hartwegii,22.61,2.196961326,0,4.97,chiapas,1,0,IGE
194,hartwegii_A_Molina_25003_A_a,hartwegii,32.205,2.816037736,0,4.97,chiapas,1,0,IGE
195,hartwegii_E_Matuda_18099_A_b,hartwegii,34.258,2.575941677,0,4.97,chiapas,1,0,IGE
196,hartwegii_H_von_Turckheim_11679_A_b,hartwegii,21.106,2.082683742,0,4.97,chiapas,1,0,IGE
197,hartwegii_J_Bequaert_2_A_a,hartwegii,78.582,2.091079948,0,4.97,chiapas,1,0,IGE
198,hartwegii_M_J_Huft_2362_A_b,hartwegii,21.988,2.467933492,0,4.97,chiapas,1,0,IGE
199,A_Skutch_896_D_a,hartwegii,44.541,1.662842466,0,4.97,chiapas,1,0,IGE
200,Ghiesbreght_809_A_a,hartwegii,45.418,2.84538598,0,4.97,chiapas,1,0,IGE
201,L_de_Ayarza_3972_A_a,hartwegii,32.1,2.672206597,0,4.97,chiapas,1,0,IGE
202,hartwegii_E_Ventura_2321_B_a,hartwegii,41.181,2.080478088,0,4.97,chiapas,1,0,IGE
203,hartwegii_MD_3_Pueblo_Nuevo,hartwegii,47.449,2.960593314,0.023901716,4.97,chiapas,1,0,IGE
204,C_A_Purpus_7833_C_a,hartwegii,47.372,2.405831835,0.025199708,4.97,chiapas,1,0,IGE
205,E_Matuda_4054_A_b,hartwegii,29.047,2.357485483,0.031110973,4.97,chiapas,1,0,IGE
206,hartwegii_D_Breedlove_14088_B_a,hartwegii,19.886,2.224362774,0.039439953,4.97,chiapas,1,0,IGE
207,D_E_Breedlove_21375_A_a,hartwegii,41.247,3.014614279,0.050130339,4.97,chiapas,1,0,IGE
208,"hartwegii_MD_4_Tenejapa,_Chiapas_2016",hartwegii,17.523,2.664478231,0.086214329,4.97,chiapas,1,0,IGE
209,hartwegii_lagos_1_DSCN7768_a,hartwegii,31.947,2.977272727,0.087178891,4.97,chiapas,1,0,IGE
210,hartwegii_MD_5_Tenejapa_Chiapas_2016,hartwegii,31.072,2.331876669,0.098713435,4.97,chiapas,1,0,IGE
211,hartwegii_A_Molina_26454_A_a,hartwegii,37.872,2.166384061,0.115164253,4.97,chiapas,1,0,IGE
212,hartwegii_MD_1_Amatenango_Chiapas_2016,hartwegii,27.747,2.672167217,0.130378096,4.97,chiapas,1,0,IGE
213,hartwegii_D_Breedlove_13010_B_b,hartwegii,16.987,2.178356077,0.131222115,4.97,chiapas,1,0,IGE
214,hirsutum Huatla.MJD.2017.jpg,hirsutum,90.423,1.259964431,0.22675737,973.72,east_mexico,3,0,D
215,hirsutum huatla -- from Totontepec MJD 006 DSCN5155.jpg,hirsutum,35.007,1.61289709,0.405045712,107.07,east_mexico,2,0,D
216,Img0087.TIF_huatla_6_B,hirsutum,53.48,1.107511797,0.558645032,973.72,east_mexico,3,0,D
217,hirsutum Huatla 2.DSCN5487.jpg,hirsutum,54.864,1.236562001,0.590987442,973.72,east_mexico,3,0,D
218,Img0132.TIF_PWS_3206_B,hirsutum,57.252,1.144736842,0.820361369,973.72,east_mexico,3,0,D
219,Img0126.TIF_PWS_3208_A,hirsutum,51.39,1.296593468,0.887260102,107.07,east_mexico,2,0,D
220,Img0132.TIF_PWS_3206_A,hirsutum,56.509,1.043719138,0.904568069,973.72,east_mexico,3,0,D
221,Img0130.TIF_PWS_3207_A,hirsutum,49.302,1.37707346,1.10619469,107.07,east_mexico,2,0,D
222,Img0123.TIF_PWS_3208_B,hirsutum,38.61,1.690838279,1.120533782,107.07,east_mexico,2,0,D
223,Img0128.TIF_PWS_3207_B,hirsutum,49.794,1.341041303,1.258055972,107.07,east_mexico,2,0,D
244,P_Sweeney_1636_A,jamesonii,46.661,1.785714286,0,973.72,ec_col,3,1,LPT
245,jamesonii_O_Rangel_2648_B_a,jamesonii,27.124,1.918453924,0,973.72,ec_col,3,1,LPT
246,P_Sweeney_1637_A,jamesonii,48.92,1.968533333,0.188131585,973.72,ec_col,3,1,LPT
247,J_Cuatrecasas_19146_A,jamesonii,66.576,1.79441292,0.22325959,973.72,ec_col,3,1,LPT
248,jamesonii_L_U_Uribe_5387_C_b,jamesonii,36.171,1.860904523,0.288591034,973.72,ec_col,3,1,LPT
249,P_Sweeney_1641_A,jamesonii,29.454,1.933696639,0.359982983,973.72,ec_col,3,1,LPT
250,G_Lezane_2316_A,jamesonii,15.997,1.694260167,0.400520677,973.72,ec_col,3,1,LPT
251,P_Sweeney_1640_A,jamesonii,23.951,1.702741021,0.499174442,973.72,ec_col,3,1,LPT
252,P_Sweeney_1639_A,jamesonii,31.007,2.007440812,0.571044676,973.72,ec_col,3,1,LPT
253,J_Cuatrecasas_6166_A,jamesonii,34.17,1.376133736,0.592561609,973.72,ec_col,3,1,LPT
254,jucundum_A_Mendez_G_7985_A,jucundum,56.926,1.405179616,0.376005816,973.72,chiapas,3,1,LPT
255,jucundum_MD_357_A,jucundum,51.68,1.548396993,0.389539564,973.72,chiapas,3,1,LPT
256,jucundum_PWS_3071_A,jucundum,53.488,1.614875269,0.47701539,973.72,chiapas,3,1,LPT
257,jucundum_A_Mendez_G_8667_A,jucundum,74.455,1.604058273,0.505976852,973.72,chiapas,3,1,LPT
258,CNHM_1637255_Aa,jucundum,161.623,1.225403195,0.507106535,973.72,chiapas,3,1,LPT
259,jucundum_D_Breedlove_12027_A_a,jucundum,63.57,1.499863871,0.514817799,973.72,chiapas,3,1,LPT
260,jucundum_MD_273_A,jucundum,80.15,1.241314658,0.518787519,973.72,chiapas,3,1,LPT
261,jucundum_MD_351_A,jucundum,74.364,1.598960364,0.536573213,973.72,chiapas,3,1,LPT
262,jucundum_MD_352_A,jucundum,59.992,2.138029112,0.545149262,973.72,chiapas,3,1,LPT
263,jucundum_MD_518_A,jucundum,94.238,1.213718194,0.54525627,973.72,chiapas,3,1,LPT
264,jucundum_MD_1__Huitepec_Chiapas_2016,jucundum,120.555,1.385104968,0.559420999,973.72,chiapas,3,1,LPT
265,jucundum_A_Mendez_G_8731_A,jucundum,73.781,1.678027265,0.565315707,973.72,chiapas,3,1,LPT
266,jucundum_D_Breedlove_10128_A_a,jucundum,69.779,1.407551919,0.629595485,973.72,chiapas,3,1,LPT
